frn,bank,metric,fiscal_year,value_numeric,unit,reporting_basis,context_status,context_id,context_value,distance,reason,source
122093,C. HOARE & CO.,Cash Flow Statement,2022,-1009981.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2026,-6.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2025,-6.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2024,-6.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2023,-6.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2022,-6.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2026,-531537.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2025,197513.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2024,-164034.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2023,-371423.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2022,106462.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2026,1049301.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2025,1580850.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2024,1382976.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2023,1547010.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2022,1918433.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2026,1049301.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2025,1580850.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2024,1382976.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2023,1547010.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Cash Flow Statement,2022,1918433.0,£'000,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,CET1 Capital,2026,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,CET1 Capital,2025,526455.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,CET1 Capital,2024,483235.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,CET1 Capital,2023,428543.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,CET1 Capital,2022,381989.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,CET1 Ratio,2026,,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,CET1 Ratio,2025,23.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,CET1 Ratio,2024,23.11,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,CET1 Ratio,2023,21.44,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,CET1 Ratio,2022,20.96,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,Tier 1 Capital,2026,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Tier 1 Capital,2025,526455.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Tier 1 Capital,2024,483235.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Tier 1 Capital,2023,428543.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Tier 1 Capital,2022,381989.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Tier 1 Ratio,2026,,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,Tier 1 Ratio,2025,23.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,Tier 1 Ratio,2024,23.11,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,Tier 1 Ratio,2023,21.44,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,Tier 1 Ratio,2022,20.96,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,Total Capital,2026,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Total Capital,2025,531333.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Total Capital,2024,488113.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Total Capital,2023,433856.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Total Capital,2022,386392.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Total Capital Ratio,2026,,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,Total Capital Ratio,2025,23.21,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,Total Capital Ratio,2024,23.34,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,Total Capital Ratio,2023,21.72,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,Total Capital Ratio,2022,21.2,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,Total RWAs,2026,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Total RWAs,2025,2289414.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Total RWAs,2024,2091044.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Total RWAs,2023,1997896.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Total RWAs,2022,1822244.0,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Leverage Ratio,2026,,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,Leverage Ratio,2025,9.29,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,Leverage Ratio,2024,7.61,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,Leverage Ratio,2023,6.96,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,Leverage Ratio,2022,6.61,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,LCR,2026,,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,LCR,2025,341.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,LCR,2024,308.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,LCR,2023,273.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,LCR,2022,272.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,NSFR,2026,,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,NSFR,2025,250.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,NSFR,2024,246.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,NSFR,2023,256.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,NSFR,2022,269.0,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,MREL Ratio,2026,,,consolidated_group,context_unavailable,,,,observation unit does not match percentage context,
122093,C. HOARE & CO.,MREL Ratio,2025,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,MREL Ratio,2024,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,MREL Ratio,2023,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
122093,C. HOARE & CO.,MREL Ratio,2022,,,consolidated_group,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Cash Flow Statement,2025,20729.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Cash Flow Statement,2024,-91236.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Cash Flow Statement,2023,-15666.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Cash Flow Statement,2022,79374.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Cash Flow Statement,2021,240451.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Cash Flow Statement,2025,-60368.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Cash Flow Statement,2024,122750.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Cash Flow Statement,2023,31896.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Cash Flow Statement,2022,104079.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Cash Flow Statement,2021,-148048.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Cash Flow Statement,2025,0.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Cash Flow Statement,2024,0.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Cash Flow Statement,2023,-31.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Cash Flow Statement,2022,0.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Cash Flow Statement,2021,-1423.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Cash Flow Statement,2025,-39639.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Cash Flow Statement,2024,31514.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Cash Flow Statement,2023,16199.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Cash Flow Statement,2022,183453.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Cash Flow Statement,2021,90980.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Cash Flow Statement,2025,614885.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Cash Flow Statement,2024,654524.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Cash Flow Statement,2023,623010.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Cash Flow Statement,2022,606811.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Cash Flow Statement,2021,423358.0,£'000,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,CET1 Capital,2025,,,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,CET1 Capital,2024,,,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,CET1 Capital,2023,,,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,CET1 Capital,2022,,,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,CET1 Capital,2021,,,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,CET1 Ratio,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
204451,CAF BANK LIMITED,CET1 Ratio,2024,,,,context_unavailable,,,,observation unit does not match percentage context,
204451,CAF BANK LIMITED,CET1 Ratio,2023,,,,context_unavailable,,,,observation unit does not match percentage context,
204451,CAF BANK LIMITED,CET1 Ratio,2022,,,,context_unavailable,,,,observation unit does not match percentage context,
204451,CAF BANK LIMITED,CET1 Ratio,2021,,,,context_unavailable,,,,observation unit does not match percentage context,
204451,CAF BANK LIMITED,Tier 1 Capital,2025,,,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Tier 1 Capital,2024,,,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Tier 1 Capital,2023,,,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Tier 1 Capital,2022,,,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Tier 1 Capital,2021,,,,context_unavailable,,,,no dated context record for metric/period,
204451,CAF BANK LIMITED,Tier 1 Ratio,2025,,,,context_unavailable,,,,observation unit does not match percentage context,
204451,CAF BANK LIMITED,Tier 1 Ratio,2024,,,,context_unavailable,,,,observation unit does not match percentage context,
204451,CAF BANK LIMITED,Tier 1 Ratio,2023,,,,context_unavailable,,,,observation unit does not match percentage context,
204451,CAF BANK LIMITED,Tier 1 Ratio,2022,,,,context_unavailable,,,,observation unit does not match percentage context,
204451,CAF BANK LIMITED,Tier 1 Ratio,2021,,,,context_unavailable,,,,observation unit does not match percentage context,
204451,CAF BANK LIMITED,Total Capital,2025,,,,context_unavailable,,,,no dated context record for metric/period,
